candidate_id,skill_id,skill_name,skill_level,years_of_experience
CAND0016,SK014,LLMs,Advanced,2.9
CAND0016,SK016,Problem Solving,Beginner,4.9
CAND0016,SK017,Market Research,Beginner,2.9
CAND0016,SK018,DAX,Intermediate,1.6
CAND0017,SK001,SQL,Beginner,2.1
CAND0017,SK002,Excel,Advanced,3.2
CAND0017,SK003,Power BI,Beginner,4.0
CAND0017,SK005,Pandas,Beginner,1.5
CAND0017,SK007,Dashboarding,Intermediate,2.6
CAND0017,SK010,Automation,Intermediate,2.4
CAND0017,SK014,LLMs,Beginner,2.6
CAND0017,SK017,Market Research,Beginner,1.3
CAND0018,SK001,SQL,Advanced,2.6
CAND0018,SK003,Power BI,Advanced,0.9
CAND0018,SK004,Python,Beginner,1.9
CAND0018,SK006,Data Cleaning,Intermediate,0.2
CAND0018,SK009,Talent Intelligence,Beginner,3.9
CAND0018,SK011,Power Automate,Beginner,0.5
CAND0018,SK012,APIs,Beginner,2.8
CAND0018,SK014,LLMs,Intermediate,1.4
CAND0018,SK020,Statistics,Intermediate,3.8
CAND0019,SK001,SQL,Beginner,1.4
CAND0019,SK004,Python,Intermediate,4.0
CAND0019,SK008,Recruitment Analytics,Beginner,3.0
CAND0019,SK009,Talent Intelligence,Beginner,2.0
CAND0019,SK015,Communication,Advanced,3.2
CAND0019,SK017,Market Research,Beginner,0.9
CAND0019,SK020,Statistics,Intermediate,1.2
CAND0020,SK001,SQL,Beginner,4.7
CAND0020,SK002,Excel,Advanced,2.2
CAND0020,SK009,Talent Intelligence,Intermediate,2.1
CAND0020,SK013,Machine Learning,Beginner,0.4
CAND0020,SK015,Communication,Advanced,4.1
CAND0020,SK018,DAX,Advanced,2.7
CAND0020,SK019,ETL,Advanced,1.3
CAND0021,SK001,SQL,Advanced,2.9
CAND0021,SK002,Excel,Intermediate,3.5
CAND0021,SK003,Power BI,Intermediate,2.6
CAND0021,SK004,Python,Advanced,4.8
CAND0021,SK008,Recruitment Analytics,Intermediate,0.9
CAND0021,SK015,Communication,Beginner,1.1
CAND0021,SK017,Market Research,Intermediate,4.1
CAND0021,SK020,Statistics,Advanced,0.3
CAND0022,SK001,SQL,Advanced,3.1
CAND0022,SK002,Excel,Intermediate,3.0
CAND0022,SK007,Dashboarding,Advanced,1.5
CAND0022,SK008,Recruitment Analytics,Intermediate,2.3
CAND0022,SK009,Talent Intelligence,Beginner,3.6
CAND0022,SK011,Power Automate,Beginner,0.5
CAND0022,SK014,LLMs,Beginner,1.5
CAND0022,SK020,Statistics,Advanced,3.7
CAND0023,SK003,Power BI,Intermediate,4.8
CAND0023,SK005,Pandas,Beginner,4.8
CAND0023,SK017,Market Research,Intermediate,0.9
CAND0023,SK018,DAX,Advanced,1.9
CAND0023,SK020,Statistics,Beginner,2.6
CAND0024,SK001,SQL,Intermediate,0.3
CAND0024,SK004,Python,Intermediate,0.6
CAND0024,SK005,Pandas,Advanced,0.7
CAND0024,SK007,Dashboarding,Advanced,4.8
CAND0024,SK008,Recruitment Analytics,Advanced,3.6
CAND0024,SK012,APIs,Beginner,2.8
CAND0024,SK015,Communication,Advanced,2.2
CAND0024,SK016,Problem Solving,Beginner,3.2
CAND0025,SK001,SQL,Beginner,0.5
CAND0025,SK002,Excel,Intermediate,2.2
CAND0025,SK010,Automation,Beginner,0.6
CAND0025,SK012,APIs,Advanced,1.4
CAND0025,SK013,Machine Learning,Beginner,2.4
CAND0025,SK019,ETL,Beginner,0.6
CAND0026,SK001,SQL,Advanced,3.6
CAND0026,SK002,Excel,Beginner,2.6
CAND0026,SK003,Power BI,Intermediate,2.3
CAND0026,SK005,Pandas,Intermediate,1.3
CAND0026,SK007,Dashboarding,Advanced,4.6
CAND0026,SK012,APIs,Intermediate,1.7
CAND0026,SK014,LLMs,Advanced,0.4
CAND0027,SK002,Excel,Beginner,3.2
CAND0027,SK005,Pandas,Intermediate,1.3
CAND0027,SK006,Data Cleaning,Intermediate,2.6
CAND0027,SK008,Recruitment Analytics,Advanced,4.0
CAND0027,SK014,LLMs,Beginner,4.8
CAND0027,SK015,Communication,Intermediate,2.6
CAND0027,SK017,Market Research,Beginner,1.4
CAND0028,SK001,SQL,Advanced,3.5
CAND0028,SK003,Power BI,Intermediate,3.4
CAND0028,SK009,Talent Intelligence,Beginner,2.1
CAND0028,SK014,LLMs,Beginner,2.6
CAND0028,SK016,Problem Solving,Intermediate,3.6
CAND0028,SK018,DAX,Intermediate,4.7
CAND0028,SK019,ETL,Advanced,4.0
CAND0029,SK002,Excel,Intermediate,4.0
CAND0029,SK003,Power BI,Intermediate,2.5
CAND0029,SK005,Pandas,Beginner,3.4
CAND0029,SK009,Talent Intelligence,Advanced,0.5
CAND0029,SK014,LLMs,Beginner,1.9
CAND0029,SK015,Communication,Beginner,2.2
CAND0030,SK004,Python,Intermediate,4.3
CAND0030,SK010,Automation,Beginner,1.7
CAND0030,SK016,Problem Solving,Intermediate,3.7
CAND0030,SK017,Market Research,Advanced,3.8
CAND0030,SK020,Statistics,Advanced,0.9
CAND0031,SK003,Power BI,Beginner,1.9
CAND0031,SK005,Pandas,Advanced,4.0
CAND0031,SK011,Power Automate,Beginner,4.9
CAND0031,SK014,LLMs,Advanced,3.5
CAND0032,SK003,Power BI,Beginner,4.3
CAND0032,SK004,Python,Intermediate,1.3
CAND0032,SK007,Dashboarding,Beginner,1.8
CAND0032,SK009,Talent Intelligence,Advanced,4.0
CAND0032,SK016,Problem Solving,Advanced,4.4
CAND0032,SK019,ETL,Advanced,4.1
CAND0033,SK001,SQL,Beginner,1.9
CAND0033,SK004,Python,Beginner,4.1
CAND0033,SK009,Talent Intelligence,Beginner,1.1
CAND0033,SK014,LLMs,Beginner,4.1
CAND0033,SK017,Market Research,Intermediate,1.7
CAND0033,SK020,Statistics,Advanced,3.8
CAND0034,SK001,SQL,Advanced,2.2
CAND0034,SK002,Excel,Beginner,2.6
CAND0034,SK004,Python,Beginner,3.6
CAND0034,SK006,Data Cleaning,Advanced,4.4
CAND0034,SK008,Recruitment Analytics,Intermediate,0.5
CAND0035,SK001,SQL,Advanced,3.1
CAND0035,SK002,Excel,Beginner,0.6
CAND0035,SK006,Data Cleaning,Intermediate,0.4
CAND0035,SK007,Dashboarding,Beginner,1.2
CAND0035,SK020,Statistics,Intermediate,4.1
CAND0036,SK001,SQL,Intermediate,4.4
CAND0036,SK004,Python,Beginner,3.9
CAND0036,SK014,LLMs,Intermediate,3.5
CAND0036,SK015,Communication,Advanced,4.9
CAND0036,SK016,Problem Solving,Beginner,3.7
CAND0036,SK020,Statistics,Intermediate,0.7
CAND0037,SK001,SQL,Beginner,1.8
CAND0037,SK002,Excel,Beginner,3.6
CAND0037,SK004,Python,Beginner,2.5
CAND0037,SK011,Power Automate,Beginner,2.9
CAND0037,SK012,APIs,Advanced,4.4
CAND0037,SK015,Communication,Intermediate,2.7
CAND0037,SK017,Market Research,Beginner,2.5
CAND0037,SK018,DAX,Intermediate,3.1
CAND0038,SK001,SQL,Beginner,3.9
CAND0038,SK002,Excel,Intermediate,4.9
CAND0038,SK004,Python,Beginner,0.8
CAND0038,SK008,Recruitment Analytics,Beginner,3.4
CAND0038,SK014,LLMs,Advanced,3.2
CAND0038,SK015,Communication,Intermediate,1.4
CAND0039,SK001,SQL,Beginner,4.5
CAND0039,SK004,Python,Beginner,1.1
CAND0039,SK007,Dashboarding,Intermediate,2.8
CAND0039,SK011,Power Automate,Advanced,3.7
CAND0039,SK014,LLMs,Advanced,2.0
CAND0039,SK016,Problem Solving,Intermediate,2.4
CAND0039,SK018,DAX,Advanced,0.4
CAND0039,SK020,Statistics,Beginner,3.3
CAND0040,SK002,Excel,Intermediate,3.1
CAND0040,SK003,Power BI,Intermediate,2.8
CAND0040,SK005,Pandas,Intermediate,1.4
CAND0040,SK006,Data Cleaning,Advanced,2.5
CAND0040,SK007,Dashboarding,Intermediate,4.0
CAND0040,SK013,Machine Learning,Advanced,3.5
CAND0040,SK020,Statistics,Beginner,2.3
CAND0041,SK001,SQL,Intermediate,4.5
CAND0041,SK002,Excel,Beginner,2.1
CAND0041,SK004,Python,Beginner,2.5
CAND0041,SK005,Pandas,Beginner,1.2
CAND0041,SK008,Recruitment Analytics,Intermediate,0.4
CAND0041,SK012,APIs,Advanced,2.7
CAND0041,SK019,ETL,Intermediate,4.5
CAND0042,SK001,SQL,Beginner,0.3
CAND0042,SK004,Python,Intermediate,4.6
CAND0042,SK005,Pandas,Advanced,2.2
CAND0042,SK007,Dashboarding,Beginner,4.1
CAND0042,SK008,Recruitment Analytics,Intermediate,4.3
CAND0042,SK010,Automation,Beginner,0.9
CAND0043,SK001,SQL,Advanced,4.4
CAND0043,SK003,Power BI,Advanced,4.3
CAND0043,SK004,Python,Beginner,1.7
CAND0043,SK012,APIs,Beginner,0.6
CAND0043,SK013,Machine Learning,Intermediate,0.3
CAND0043,SK016,Problem Solving,Beginner,4.4
CAND0043,SK017,Market Research,Intermediate,4.6
CAND0043,SK019,ETL,Intermediate,1.4
CAND0044,SK001,SQL,Beginner,0.9
CAND0044,SK004,Python,Beginner,4.5
CAND0044,SK011,Power Automate,Intermediate,1.8
CAND0044,SK014,LLMs,Beginner,0.8
CAND0044,SK016,Problem Solving,Advanced,2.0
CAND0044,SK017,Market Research,Advanced,2.6
CAND0045,SK001,SQL,Advanced,4.1
CAND0045,SK004,Python,Intermediate,1.0
CAND0045,SK005,Pandas,Advanced,2.0
CAND0045,SK009,Talent Intelligence,Beginner,1.6
CAND0045,SK011,Power Automate,Intermediate,2.3
CAND0045,SK012,APIs,Advanced,4.2
CAND0046,SK001,SQL,Beginner,0.5
CAND0046,SK002,Excel,Advanced,2.4
CAND0046,SK004,Python,Intermediate,2.0
CAND0046,SK005,Pandas,Intermediate,3.8
CAND0046,SK009,Talent Intelligence,Intermediate,2.8
CAND0046,SK014,LLMs,Advanced,3.8
CAND0046,SK015,Communication,Intermediate,3.4
CAND0046,SK018,DAX,Beginner,1.2
CAND0047,SK001,SQL,Intermediate,2.6
CAND0047,SK002,Excel,Intermediate,3.6
CAND0047,SK003,Power BI,Advanced,1.1
CAND0047,SK004,Python,Beginner,1.0
CAND0047,SK008,Recruitment Analytics,Beginner,1.8
CAND0047,SK010,Automation,Intermediate,3.5
CAND0047,SK011,Power Automate,Intermediate,4.9
CAND0047,SK013,Machine Learning,Intermediate,1.1
CAND0047,SK017,Market Research,Advanced,4.2
CAND0048,SK001,SQL,Advanced,1.2
CAND0048,SK002,Excel,Intermediate,4.7
CAND0048,SK009,Talent Intelligence,Advanced,1.2
CAND0048,SK014,LLMs,Intermediate,1.2
CAND0048,SK015,Communication,Advanced,4.8
CAND0048,SK019,ETL,Intermediate,2.5
CAND0049,SK005,Pandas,Intermediate,4.5
CAND0049,SK007,Dashboarding,Advanced,0.3
CAND0049,SK012,APIs,Intermediate,2.7
CAND0049,SK014,LLMs,Advanced,5.0
CAND0049,SK017,Market Research,Advanced,3.5
CAND0050,SK001,SQL,Advanced,3.9
CAND0050,SK002,Excel,Intermediate,1.2
CAND0050,SK008,Recruitment Analytics,Intermediate,3.8
CAND0050,SK009,Talent Intelligence,Intermediate,3.1
CAND0050,SK011,Power Automate,Intermediate,2.3
CAND0050,SK012,APIs,Intermediate,3.9
CAND0051,SK001,SQL,Advanced,1.8
CAND0051,SK002,Excel,Intermediate,1.0
CAND0051,SK007,Dashboarding,Beginner,3.0
CAND0051,SK011,Power Automate,Beginner,1.4
CAND0051,SK012,APIs,Advanced,1.4
CAND0051,SK014,LLMs,Beginner,2.5
CAND0051,SK015,Communication,Intermediate,3.8
CAND0052,SK001,SQL,Beginner,3.9
CAND0052,SK002,Excel,Intermediate,4.2
CAND0052,SK006,Data Cleaning,Advanced,4.5
CAND0052,SK007,Dashboarding,Intermediate,3.1
CAND0052,SK015,Communication,Intermediate,0.7
CAND0052,SK018,DAX,Beginner,0.5
CAND0053,SK002,Excel,Beginner,2.0
CAND0053,SK004,Python,Beginner,4.2
CAND0053,SK005,Pandas,Advanced,0.2
CAND0053,SK006,Data Cleaning,Advanced,4.3
CAND0053,SK010,Automation,Beginner,1.1
CAND0053,SK012,APIs,Beginner,3.8
CAND0053,SK018,DAX,Advanced,4.0
CAND0054,SK001,SQL,Advanced,0.3
CAND0054,SK004,Python,Beginner,2.4
CAND0054,SK006,Data Cleaning,Beginner,4.6
CAND0054,SK009,Talent Intelligence,Beginner,2.1
CAND0054,SK013,Machine Learning,Beginner,2.3
CAND0055,SK001,SQL,Intermediate,1.1
CAND0055,SK002,Excel,Intermediate,2.0
CAND0055,SK004,Python,Beginner,4.3
CAND0055,SK010,Automation,Intermediate,1.0
CAND0055,SK011,Power Automate,Intermediate,4.0
CAND0056,SK001,SQL,Intermediate,3.2
CAND0056,SK002,Excel,Advanced,4.1
CAND0056,SK004,Python,Advanced,1.8
CAND0056,SK007,Dashboarding,Advanced,3.1
CAND0056,SK008,Recruitment Analytics,Advanced,3.1
CAND0056,SK012,APIs,Beginner,2.4
CAND0056,SK018,DAX,Beginner,5.0
CAND0056,SK020,Statistics,Intermediate,1.1
CAND0057,SK001,SQL,Advanced,4.1
CAND0057,SK004,Python,Beginner,0.8
CAND0057,SK006,Data Cleaning,Intermediate,3.6
CAND0057,SK013,Machine Learning,Intermediate,2.1
CAND0057,SK019,ETL,Intermediate,4.2
CAND0058,SK001,SQL,Beginner,2.4
CAND0058,SK006,Data Cleaning,Beginner,2.6
CAND0058,SK007,Dashboarding,Advanced,2.3
CAND0058,SK008,Recruitment Analytics,Beginner,2.2
CAND0058,SK010,Automation,Intermediate,5.0
CAND0058,SK012,APIs,Intermediate,4.3
CAND0058,SK018,DAX,Beginner,1.0
CAND0058,SK019,ETL,Advanced,0.2
CAND0059,SK001,SQL,Intermediate,4.4
CAND0059,SK002,Excel,Beginner,3.2
CAND0059,SK004,Python,Intermediate,1.4
CAND0059,SK006,Data Cleaning,Advanced,4.6
CAND0059,SK019,ETL,Advanced,1.3
CAND0059,SK020,Statistics,Beginner,1.9
CAND0060,SK001,SQL,Intermediate,4.5
CAND0060,SK002,Excel,Intermediate,1.9
CAND0060,SK004,Python,Beginner,0.7
CAND0060,SK006,Data Cleaning,Advanced,1.3
CAND0060,SK007,Dashboarding,Intermediate,1.6
CAND0060,SK008,Recruitment Analytics,Advanced,3.5
CAND0060,SK018,DAX,Beginner,1.3
CAND0061,SK002,Excel,Intermediate,4.3
CAND0061,SK004,Python,Intermediate,4.6
CAND0061,SK007,Dashboarding,Advanced,2.2
CAND0061,SK010,Automation,Beginner,4.1
CAND0061,SK017,Market Research,Beginner,1.9
CAND0061,SK018,DAX,Advanced,3.8
CAND0061,SK019,ETL,Advanced,1.3
CAND0061,SK020,Statistics,Beginner,4.2
CAND0062,SK001,SQL,Advanced,3.1
CAND0062,SK002,Excel,Beginner,4.8
CAND0062,SK003,Power BI,Beginner,0.9
CAND0062,SK004,Python,Intermediate,2.1
CAND0062,SK006,Data Cleaning,Beginner,2.5
CAND0062,SK009,Talent Intelligence,Intermediate,3.0
CAND0062,SK013,Machine Learning,Intermediate,1.0
CAND0062,SK015,Communication,Beginner,2.0
CAND0063,SK002,Excel,Advanced,1.3
CAND0063,SK003,Power BI,Intermediate,2.0
CAND0063,SK004,Python,Advanced,2.1
CAND0063,SK007,Dashboarding,Intermediate,4.3
CAND0063,SK009,Talent Intelligence,Intermediate,2.5
CAND0063,SK010,Automation,Beginner,3.4
CAND0063,SK011,Power Automate,Advanced,3.2
CAND0063,SK013,Machine Learning,Intermediate,1.4
CAND0063,SK015,Communication,Beginner,4.5
CAND0064,SK001,SQL,Advanced,4.4
CAND0064,SK004,Python,Intermediate,1.7
CAND0064,SK008,Recruitment Analytics,Beginner,1.5
CAND0064,SK014,LLMs,Beginner,1.0
CAND0064,SK015,Communication,Beginner,0.5
CAND0065,SK001,SQL,Advanced,3.3
CAND0065,SK004,Python,Intermediate,1.3
CAND0065,SK011,Power Automate,Beginner,2.7
CAND0065,SK012,APIs,Intermediate,2.5
CAND0065,SK020,Statistics,Advanced,2.4
CAND0066,SK002,Excel,Advanced,1.3
CAND0066,SK004,Python,Intermediate,3.2
CAND0066,SK005,Pandas,Advanced,1.7
CAND0066,SK009,Talent Intelligence,Advanced,4.0
CAND0066,SK012,APIs,Advanced,1.1
CAND0066,SK015,Communication,Beginner,1.7
CAND0066,SK020,Statistics,Advanced,2.5
CAND0067,SK007,Dashboarding,Advanced,3.0
CAND0067,SK013,Machine Learning,Advanced,2.3
CAND0067,SK014,LLMs,Beginner,1.9
CAND0067,SK016,Problem Solving,Advanced,4.7
CAND0068,SK001,SQL,Advanced,4.0
CAND0068,SK004,Python,Intermediate,3.7
CAND0068,SK010,Automation,Advanced,1.1
CAND0068,SK011,Power Automate,Advanced,2.8
CAND0068,SK014,LLMs,Intermediate,3.6
CAND0068,SK015,Communication,Advanced,4.0
CAND0068,SK018,DAX,Beginner,2.1
CAND0069,SK001,SQL,Intermediate,4.6
CAND0069,SK004,Python,Advanced,4.4
CAND0069,SK009,Talent Intelligence,Advanced,2.0
CAND0069,SK013,Machine Learning,Advanced,2.1
CAND0069,SK016,Problem Solving,Advanced,1.0
CAND0069,SK017,Market Research,Beginner,4.4
CAND0070,SK004,Python,Beginner,3.8
CAND0070,SK006,Data Cleaning,Intermediate,2.3
CAND0070,SK012,APIs,Advanced,2.2
CAND0070,SK018,DAX,Advanced,3.9
CAND0071,SK001,SQL,Beginner,3.1
CAND0071,SK002,Excel,Beginner,3.1
CAND0071,SK003,Power BI,Advanced,2.2
CAND0071,SK006,Data Cleaning,Beginner,4.2
CAND0071,SK008,Recruitment Analytics,Intermediate,0.4
CAND0071,SK018,DAX,Intermediate,2.1
CAND0072,SK001,SQL,Beginner,3.6
CAND0072,SK002,Excel,Advanced,0.6
CAND0072,SK003,Power BI,Advanced,3.8
CAND0072,SK007,Dashboarding,Advanced,1.3
CAND0072,SK011,Power Automate,Intermediate,3.9
CAND0072,SK012,APIs,Advanced,3.2
CAND0072,SK014,LLMs,Beginner,1.0
CAND0073,SK001,SQL,Intermediate,2.5
CAND0073,SK002,Excel,Beginner,1.7
CAND0073,SK003,Power BI,Intermediate,2.1
CAND0073,SK008,Recruitment Analytics,Advanced,3.8
CAND0073,SK012,APIs,Beginner,2.5
CAND0073,SK013,Machine Learning,Intermediate,4.4
CAND0073,SK016,Problem Solving,Intermediate,1.6
CAND0073,SK020,Statistics,Advanced,2.7
CAND0074,SK001,SQL,Intermediate,3.4
CAND0074,SK002,Excel,Beginner,3.4
CAND0074,SK003,Power BI,Beginner,4.9
CAND0074,SK004,Python,Beginner,4.0
CAND0074,SK008,Recruitment Analytics,Beginner,0.3
CAND0074,SK011,Power Automate,Advanced,1.4
CAND0074,SK015,Communication,Advanced,0.6
CAND0074,SK020,Statistics,Intermediate,1.6
CAND0075,SK001,SQL,Intermediate,2.5
CAND0075,SK004,Python,Intermediate,2.7
CAND0075,SK009,Talent Intelligence,Intermediate,4.8
CAND0075,SK010,Automation,Beginner,2.2
CAND0075,SK012,APIs,Advanced,1.2
CAND0075,SK013,Machine Learning,Intermediate,3.1
CAND0076,SK001,SQL,Advanced,2.3
CAND0076,SK002,Excel,Beginner,4.2
CAND0076,SK003,Power BI,Intermediate,3.2
CAND0076,SK004,Python,Advanced,1.1
CAND0076,SK009,Talent Intelligence,Intermediate,3.5
CAND0076,SK014,LLMs,Beginner,4.4
CAND0076,SK020,Statistics,Intermediate,2.9
CAND0077,SK001,SQL,Beginner,2.6
CAND0077,SK002,Excel,Intermediate,2.9
CAND0077,SK003,Power BI,Intermediate,2.9
CAND0077,SK004,Python,Beginner,1.0
CAND0077,SK009,Talent Intelligence,Intermediate,3.9
CAND0077,SK010,Automation,Intermediate,3.8
CAND0077,SK016,Problem Solving,Intermediate,4.2
CAND0077,SK017,Market Research,Beginner,2.2
CAND0077,SK019,ETL,Advanced,0.4
CAND0078,SK001,SQL,Beginner,2.6
CAND0078,SK002,Excel,Intermediate,3.2
CAND0078,SK006,Data Cleaning,Intermediate,2.5
CAND0078,SK007,Dashboarding,Intermediate,1.0
CAND0078,SK009,Talent Intelligence,Intermediate,3.7
CAND0078,SK011,Power Automate,Beginner,1.7
CAND0078,SK014,LLMs,Advanced,3.1
CAND0078,SK017,Market Research,Beginner,3.0
CAND0079,SK001,SQL,Intermediate,3.7
CAND0079,SK002,Excel,Intermediate,1.3
CAND0079,SK003,Power BI,Advanced,4.8
CAND0079,SK009,Talent Intelligence,Advanced,1.5
CAND0079,SK014,LLMs,Beginner,2.4
CAND0079,SK016,Problem Solving,Intermediate,3.7
CAND0079,SK018,DAX,Beginner,2.8
CAND0080,SK003,Power BI,Beginner,2.0
CAND0080,SK004,Python,Intermediate,4.4
CAND0080,SK009,Talent Intelligence,Beginner,2.7
CAND0080,SK011,Power Automate,Advanced,3.8
CAND0080,SK012,APIs,Advanced,0.4
CAND0080,SK014,LLMs,Beginner,0.9
CAND0080,SK015,Communication,Intermediate,4.6
CAND0080,SK019,ETL,Beginner,3.0
CAND0081,SK001,SQL,Advanced,2.0
CAND0081,SK002,Excel,Intermediate,4.9
CAND0081,SK010,Automation,Intermediate,2.2
CAND0081,SK011,Power Automate,Intermediate,0.4
CAND0081,SK017,Market Research,Beginner,1.3
CAND0082,SK001,SQL,Advanced,1.2
CAND0082,SK002,Excel,Intermediate,2.5
CAND0082,SK008,Recruitment Analytics,Beginner,2.8
CAND0082,SK009,Talent Intelligence,Beginner,1.1
CAND0082,SK014,LLMs,Beginner,2.2
CAND0082,SK015,Communication,Intermediate,4.6
CAND0082,SK017,Market Research,Advanced,1.5
CAND0083,SK001,SQL,Advanced,3.8
CAND0083,SK004,Python,Advanced,3.1
CAND0083,SK015,Communication,Beginner,2.1
CAND0083,SK017,Market Research,Beginner,2.9
CAND0083,SK020,Statistics,Beginner,1.7
CAND0084,SK001,SQL,Intermediate,4.3
CAND0084,SK002,Excel,Advanced,3.3
CAND0084,SK013,Machine Learning,Advanced,0.9
CAND0084,SK016,Problem Solving,Beginner,3.5
CAND0084,SK017,Market Research,Beginner,1.5
CAND0084,SK020,Statistics,Advanced,2.2
CAND0085,SK001,SQL,Beginner,2.1
CAND0085,SK002,Excel,Beginner,3.0
CAND0085,SK013,Machine Learning,Advanced,4.5
CAND0085,SK015,Communication,Beginner,2.5
CAND0085,SK018,DAX,Advanced,3.0
CAND0086,SK001,SQL,Beginner,3.9
